"PT","AU","TI","SO","AB","DI","PY"
" J"," Monterroso, SCCCarapuca, HMDuarte, AC"," Performance of poly(styrenesulfonate)-coated thin mercury filmelectrodes in the determination of lead and copper in estuarine watersamples of high salinity"," ELECTROANALYSIS"," Thin mercury film electrodes coated with poly (styrenesulfonate)(PSS-TMFE) were prepared by solvent evaporation of an aqueous solutionof the polymer onto a glassy carbon electrode followed by electrolyticdeposition of the mercury film through the polymer layer. Theperformance of these polymer modified mercury film electrodes isevaluated in a NaCl solution using lead(II) as a model heavy metalcation. This new methodology presents an improved sensitivity,mechanical stability, reproducibility, repeatibility and increasedefficiency against surfactants when comparing to the conventional TMFE.Square-wave anodic stripping voltammetry at the ex situ mercury platedPSS-TMFE was successfully applied to the determination of total andlabile amounts of lead and copper in estuarine water samples of variableand high salinity (23.5parts per thousand - 35.0parts per thousand).Concentrations in the nanomolar region can be easily assessed using a 3minutes accumulation time with low relative standard deviations (lessthan 3%)."," 10.1002/elan.200302759"," 2003"
" J"," Albuquerque, HRSantos-Pinto, ASantos-Pinto, LAM"," Evaluation of precision - repeatibility and reproducibility - of thecephalometric measurements."," JOURNAL OF DENTAL RESEARCH",NA,NA," 2003"
" J"," Morillo, JMLau, LSanz, MHerrera, DSilva, A"," Quantitative real-time PCR based on single copy gene sequence fordetection of Actinobacillus actinomycetemcomitans and Porphyromonasgingivalis"," JOURNAL OF PERIODONTAL RESEARCH"," Objective: To establish a method for quantification of Actinobacillusactinomycetemcomitans and Porphyromonas gingivalis from subgingivalplaque by real-time polymerase chain reaction (PCR) technique.Material and methods: Bacterial cells from both species were obtainedfrom type culture and counted microscopically. Cellular suspension insterile destilled water was used for DNA extraction by boiling for 20min, with a mineral oil cover. Primers for PCR were selected fromsequences of LktC gene (A. actinomycetemcomitans) and Arg-gingipain (P.gingivalis) to yield amplicons below 100 bp. SYBR Green I basedreal-time PCR was adjusted to quantify separately both species.Results: A good sensitivity and specificity were obtained for bothspecies, although the yield was better for A. actinomycetemcomitans. Agood repeatibility of cycle threshold (C-T) was encountered, socoefficient of variation was below 6% at every initial copy number.Conclusion: A new method of quantification of A. actinomycetemcomitansand P. gingivalis based on SYBR Green real-time PCR is presented. Itsgood sensibility and repeatibility will allow its application toanalysis of subgingival plaque samples."," 10.1034/j.1600-0765.2003.00684.x"," 2003"
" J"," Perez-Ruiz, TMartinez-Lozano, CTomas, VSanz, AGarre, R"," Flow injection spectrophotometric determination of ferbam based on aphotochemical reaction"," MICROCHIMICA ACTA"," A flow-injection configuration for the spectrophotometric determinationof ferbam is proposed. The procedure is based on the ""online""decomposition of ferbam and complexation of the released Fe3+ withoxalate. The ferrioxalate formed is decomposed upon irradiation withvisible light. The Fe2+ produced in the photochemical reaction wasmonitored by measuring the absorbance after complexation with ferrozine(lambda(max) = 562 nm). The method shows a linear range between 1.0 and30 mug mL(-1) (2.5 x 10(-6) - 7.2 x 10(-5) mol L-1) with a limit ofdetection of 0.2 mug mL(-1). Repeatibility was 0.53% expressed asrelative standard deviation (n = 10), and reproducibility, studied onfive different days, was +/-1.23%. The sampling frequency was about 45samples h(-1) The applicability of the method was tested in thedetermination of ferbam in waters and grains."," 10.1007/s00604-003-0027-z"," 2003"
" B"," Gallivan, MA"," Optimization, estimation, and control for kinetic Monte Carlosimulations of thin film deposition"," 42ND IEEE CONFERENCE ON DECISION AND CONTROL, VOLS 1-6, PROCEEDINGS"," The deposition of a thin film is a dynamic process that is complex andsubject to unknown disturbances. When the dynamics and final materialproperties are dominated by atomic scale phenomena, it is difficult toapply existing optimization and control tools to improve processrepeatibility and to optimize the resulting material properties.Currently, feedback loops are used to control sensed quantities, andoptimization has been applied to macroscopic reactor conditions likefluid flow. Ultimately, one would like to directly control the materialproperties that determine the performance of an integrated circuit orMEMS device, even when the property of interest is not directlymeasured. In this paper an integrated control strategy is applied to anatomic scale kinetic Monte Carlo simulation of thin film deposition. Amodel reduction approach developed previously for Monte Carlosimulations is used in the design of the control strategy. An inputtemperature profile that minimizes interface roughness is computed witha gradient optimization, and estimators are designed to infer surfaceroughness from a measurement of the density of steps. Aproportional-integral feedback controller is then sufficient to controlsurface roughness in the presence of input noise, input offset, anduncertainty in the initial surface configuration.",NA," 2003"
" J"," Rush, L. V.Brown, P. J.Mott, J. B."," Comparison of IDEXX(R) Enterolert and EPA Method 1600 as methods toenumerate enterococci in South Texas marine recreational beach waters."," Abstracts of the General Meeting of the American Society forMicrobiology"," Ensuring the safety of marine recreational waters requires accuratelaboratory detection of fecal indicator organisms such as enterococci.Current laboratory methods that employ membrane filtration, such as EPAMethod 1600, require substantial laboratory processing. An alternativemethod developed by IDEXX(R), Enterolert, a semi-automated most probablenumber (MPN) method, based on Defined Substrate Technology reducesprocessing time. Both methods require 24 h incubation. This studycompared Enterolert to EPA Method 1600 using samples obtained fromroutinely monitored South Texas recreational bathing areas. Tworecreational areas at Padre Island National Seashore and two CorpusChristi Bay shoreline beaches were sampled for fifteen successive summerweeks (4 June 2002-15 September 2002). Duplicate samples were collectedfrom three sites per location. Additional sampling was conducted afterrainfall at one of the two Corpus Christi Bay beaches. For each sample,water was analyzed using Method 1600, Enterolert Quanti-Tray(R) andQuanti-Tray(R)/2000. EPA procedures and quality control measures werefollowed for Method 1600; while manufacturer's instructions and TNRCCClean River guidelines were used for Enterolert procedures. EnterolertQuanti-Trays(R) were read twice (24.5 and 27.5 hr) within the 24-28 hourrequirement. Data was analyzed to compare reproducibility, repeatibilityand bias by nested ANOVA and Dunnett's 't' test. The three methodsyielded significantly different results (P<0.05). Increases influorescing wells (i.e., reported numbers) were shown between 24.5 and27.5 h readings in more than 20% of samples using either Quanti-Tray(R)or Quanti-Tray(R)/2000. On a few occasions, sites would only be reportedas exceeding the EPA criterion of 104 cfu/100ml based on one or two ofthe three analyses. This study demonstrates both advantages anddisadvantages of using Enterolert versus Method 1600.",NA," 2003"
" J"," Hernandez Sanchez, N.Lurol, S.Roger, J. M.Bellon-Maurel, V."," Robustness of models based on NIR spectra for sugar content predictionin apples."," Journal of Near Infrared Spectroscopy"," The sugar content of Golden Delicious apples is predicted using nearinfrared (NIR) spectrometry. The study focuses on the metrologicalcharacteristics of the sugar content measurement and external parametersinvolved in the lack of robustness of the NIR-based model. The externalparameters were fruit temperature, spectrometer temperature and ambientlight. The first two factors influenced the prediction accuracy: (i) afruit temperature variation altered the prediction, the relationshipseems to be described by a non-linear model within the consideredtemperature range, (ii) a variation of the spectrometer temperature alsoaltered the prediction, the relationship is described by a linearfunction for a temperature between 4 and 30°C. Ambient light did notshow to have any influence on the NIR-based model. The analysis of themetrological parameters showed a satisfactory repeatibility in sugarprediction with a low error, 0.073°Brix. The model reproducibility wasgood regarding bias-corrected standard error of prediction ( SEPc)without significant differences between experiments, on the other hand abias remained even if the previous parameters were maintained constant.These results will be taken into account in future measurements, inorder to improve the robustness of the NIR-based model developed forapples. ",NA," 2003"
" J"," Sanchez, NHLurol, SRoger, JMBellon-Maurel, W"," Robustness of models based on NIR spectra for sugar content predictionin apples"," JOURNAL OF NEAR INFRARED SPECTROSCOPY"," The sugar content of Golden Delicious apples is predicted using nearinfrared (NIR) spectrometry. The study focuses on the metrologicalcharacteristics of the sugar content measurement and external parametersinvolved in the lack of robustness of the NIR-based model. The externalparameters were fruit temperature, spectrometer temperature and ambientlight. The first two factors influenced the prediction accuracy: (i) afruit temperature variation altered the prediction, the relationshipseems to be described by a non-linear model within the consideredtemperature range, (ii) a variation of the spectrometer temperature alsoaltered the prediction, the relationship is described by a linearfunction for a temperature between 4 and 30degreesC. Ambient light didnot show to have any influence on the NIR-based model. The analysis ofthe metrological parameters showed a satisfactory repeatibility in sugarprediction with a low error, 0.073degreesBrix. The model reproducibilitywas good regarding bias-corrected standard error of prediction (SEPc)without significant differences between experiments, on the other hand abias remained even if the previous parameters were maintained constant.These results will be taken into account in future measurements, inorder to improve the robustness of the NIR-based model developed forapples.",NA," 2003"
" J"," Wang GenhuaQian HeXiao Gang"," The Method of Extracting and Detecting of CoQ10 from Culture"," Journal of Wuxi University of Light Industry"," UV spectrophometer was used to detect CoQ10 in this paper,   and we gotthe most suitable extracting procedure as following: Wet culture wasdistilled at 90 ℃ for 30 min,  and extracted with petroleum ether twice.The result showed that this method had good repeatibility and stability,and the average recovery of CoQio was (101.36  3.4) %, with RSD( n = 3)of 3.1 %.",NA," 2003"
" J"," Nagy, OKovac, GSeidel, HPaulikova, I"," Selection of arteries for blood sampling and evaluation of blood gasesand acid-base balance in cattle"," ACTA VETERINARIA BRNO"," The aim of this work was to select the most useful arteries for bloodsampling in calves and cows in relation to the evaluation of acid-basebalance and blood gases in cattle. Following the anatomy and literaturedata, we chose six central and peripheral arteries-a. axillaris, a.carotis communis, a. brachialis, a. saphena, a. caudalis mediana, and a.auricularis caudalis. The blood samples were collected from 152 calves(2 weeks-6 months old) and 51 dairy cows. The efficiency of collectionwas evaluated with emphasis on minimizing the restraining and stressingof the animals, because of the possible effects of the animals'responses on blood gases values. In both categories, the results showedthat the most convenient and reliable sampling sites were a. axillarisand a. auricularis caudalis. Both in calves and cows, punctures of a.carotis communis and a. caudalis mediana were less successful because ofmore demanding restraint, the stronger responses of the animals, and theless repeatibility of the sampling, resp. The least efficiency wasrecorded for the punctures of a. brachialis and a. saphena. Moreover, inthese punctures, the difficult restraint of calves in the lateralposition may lead to significant changes in the examined indices."," 10.2754/avb200271030289"," 2002"
" J"," Tomaskova, H"," Using the results from the repeatibility Questionnaire's study - Lifestyle and health - In the analyses"," EPIDEMIOLOGY",NA,NA," 2002"
" J"," Senturk, ZErk, NOzkan, SAAkay, CCevheroglu, S"," Determination of theophylline and ephedrine HCL in tablets byratio-spectra derivative spectrophotometry and LC"," JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS"," Two methods are described for the determination of theophylline (THP)and ephedrine hydrochloride (EPH) in combined pharmaceutical tabletforms. The first method depends on the use of the first derivative ofthe ratio-spectra obtained by dividing the absorption spectrum of binarymixtures by a standard spectrum of one of the compounds. The firstderivative amplitudes at 231.8 and 250.3 nm were selected for the assayof THP and EPH, respectively. Calibration graphs were established for20-180 mug ml(-1) for THP and 10-50 mug ml(-1) for EPH. The secondmethod is based on high-performance liquid chromatography on areversed-phase column using a mobile phase of methanol-water (40 +60,v/v) (pH 3) with detection at 217 nm. Linearity was obtained in theconcentration range of 5-150 mug ml(-1) for THP and 15-75 mug ml(-1) forEPH. The detection limits for THP and EPH were 0.73 and 0.92 mug ml(-1)by ratio-spectra derivative spectrophotometry and 0.59 and 0.86 mugml(-1) by HPLC, respectively. The proposed methods were successfullyapplied to the determination of these drugs in laboratory-preparedmixtures and in tablets. The relative standard deviations were found tobe less than 1.5%, indicating reasonable repeatibility of both methods.(C) 2002 Elsevier Science B.V. All rights reserved."," 10.1016/S0731-7085(02)00065-1"," 2002"
" J"," Buck, RHCordle, CTThomas, DJWinship, TRSchaller, JPDugle, JE"," Longitudinal study of intracellular T cell cytokine production ininfants compared to adults"," CLINICAL AND EXPERIMENTAL IMMUNOLOGY"," Intracellular cytokine production in lymphocytes obtained longitudinallyfrom 325 healthy infants aged 2-12 months was compared with adultlymphocytes using four-colour flow cytometry. Peripheral blood samples(180 microlitres) were stimulated with phorbol 12-myristate 13-acetate,ionomycin and brefeldin A to induce production and intracellularaccumulation of cytokines. The method was validated by assessingreproducibility, repeatibility, ruggedness (i.e. fresh versus day-oldblood samples), precision, linearity and sensitivity. Among infants, thenumber and percentage of T lymphocytes (helper/inducer T cell subsetsand cytotoxic/suppressor T cell subsets) producing IFN-gamma (type 1)and IL4 (type 2) increased over the first year of life but remainedsignificantly lower than levels found in adults. In both infants andadults more CD4(-) T cells than CD4(+) T cells were induced to makeIFN-gamma. Infant Th1/Th2 ratios revealed modest Th1-skewed(predominant) profiles compared to adults, which were 5-10 times higher.Infant Tc1/Tc2 ratios revealed Tc1-skewed responses which were equal toadult ratios by age 12 months. At 12 months infant Th2 responses werecloser to adult levels than were Th1 cells. Intracellular cytokinedetection by flow cytometry is a rapid, sensitive, rugged and precisemethod to characterize immune status changes over time."," 10.1046/j.1365-2249.2002.01851.x"," 2002"
" J"," Suarez-Luque, SMato, IHuidobro, JFSimal-Lozano, JSancho, MT"," Rapid determination of minority organic acids in honey byhigh-performance liquid chromatography"," JOURNAL OF CHROMATOGRAPHY A"," A rapid high-performance liquid chromatographic method for thedetermination of organic acids in honey is reported. Malic, maleic,citric, succinic and fumaric acids were identified and quantified in 15min. First time repeatibility, reproducibility and recoveries weredetermined out for these acids in honey samples. Maleic acid was alsoquantified for first time by a chromatographic method. The organic acidswere removed from honey by using a solid-phase extraction procedure withanion-exchange cartridges. Previously, the solution of honey wasadjusted to pH 10.50 with 0.1 M NaOH and stirred for 15 min at roomtemperature. Then, this solution was adjusted to pH 5.00 with 0.1 MH2SO4. This procedure was carried out to avoid interferences in thebaseline. The chromatographic separation was achieved with only oneSpherisorb ODS-2 S5 column thermostated at 25 degreesC. Metaphosphoricacid (pH 2.20) was used as mobile phase at a flow-rate of 0.7 ml/min.Organic acids were detected with a UV-vis detector (215 mu.). Theprecision results showed that the relative standard deviations of therepeatability and reproducibility were less than or equal to3.20% andless than or equal to4.86%, respectively. The recoveries of the organicacids ranged from 62.9 to 99.4%. Under optimum conditions the detectionlimits ranged from 0.0064 to 7.57 mg/kg and the quantification limitsranged from 0.025 to 10.93 mg/kg. (C) 2002 Elsevier Science B.V. Allrights reserved."," 10.1016/S0021-9673(02)00248-0"," 2002"
" J"," Ugucione, CássiaGomes Neto, José de AnchietaCardoso, Arnaldo Alves"," Método colorimétrico para determinação de dióxido de nitrogênioatmosférico com preconcentração em coluna de c-18"," Química Nova"," An alternative analytical method for nitrogen dioxide (NO2) inatmosphere was developed. The collection of NO2 is performed by aSep-Pack C-18 cartridge impregnated with 11% (v/v) of triethanolamineplus 3,6 % (v/v) of ethylene glycol plus 25 % (v/v) of acetone combinedsolution. When the impregnating is used, NO2 is collected with goodrepeatibility (CV = 3,3 %). The NO2 absorbed in the sampler was strippedfrom the sorbent with a methanol 5% (v/v) aqueous solution and wasdetermined by colorimetry as nitrite by using the Griess-Saltzmanreagent. The detection limit of 1,4 ppb for 60 min sampling at 0,5 Lmin-1 flow rate was obtained. Preparation and conditioning proceduresfor TEA-C-18 cartridge, sampling flow rate, absorption capacity andinterference of other species are discussed. "," 10.1590/S0100-40422002000300003"," 2002"
" J"," Ugucione, CNeto, JDCardoso, AA"," Colorimetric determination of atmospheric nitrogen dioxide usingpreconcentration on C-18 cartridge."," QUIMICA NOVA"," COLORIMETRIC DETERMINATION OF ATMOSPHERIC NITROGEN DIOXIDE USINGPRECONCENTRATION ON C-18 CARTRIDGE, An alternative analytical method fornitrogen dioxide (NO,) in atmosphere was developed. The collection ofNO, is performed by a Sep-Pack C-18 cartridge impregnated with 11 %(v/v) of triethanolaminc plus 3,6 % (v/v) of ethylene glycol plus 25 %(v/v) of acetone combined solution. When the impregnating is used, NO2is collected with good repeatibility (CV 3,3 %). The NO, absorbed in thesampler was stripped from the sorbent with a methanol 5% (v/v) aqueoussolution and was determined by colorimetry as nitrite by using theGriess-Saltzman reagent. The detection limit of 1,4 ppb for 60 minsampling at 0,5 L min(-1) flow rate was obtained. Preparation andconditioning procedures for TEA-C-18 cartridge, sampling flow rate,absorption capacity and interference of other species are discussed.",NA," 2002"
" J"," Abad, ELlerena, JJSaulo, JCaixach, JRivera, J"," Comprehensive study on dioxin contents in binder and anti-caking agentfeed additives"," CHEMOSPHERE"," Polychlorinated dibenzo-p-dioxins (PCDDs) and polychlorinateddibenzofurans (PCDFs) were determined in some additives widely employedas binder and anti-caking agents in feedstuffs, such as kaolin,bentonite, zeolite, etc. with an special attention on sepiolite samples.Owing to their physico-chemical properties, the little information ofthese materials reported in the literature, the variability ofPCDDs/PCDFs found in a preliminary evaluation and the absence ofreference materials highlighted further research needed. Therefore, anextensive study on the analytical procedures based on the classicalmethods was performed with sepiolite samples. The study includesevaluation of reproducibility and repeatibility. To this end, a seriesof intra-day and nine inter-day analysis were made. The methodolgy wasalso assessed against the sample size and series of 12.5, 25, 37.5 and50 g were analyzed. In all cases, the results confirmed good correlationwith the parameters evaluated. (C) 2002 Elsevier Science Ltd. All rightsreserved."," 10.1016/S0045-6535(01)00274-0"," 2002"
" B"," Chandan Kumar Chakrabarty"," The corrosion properties of RF inductively coupled plasma nitridedstainless substrates"," IEEE Conference Record - Abstracts. 2002 IEEE International Conferenceon Plasma Science (Cat. No.02CH37340)"," Summary form only given. This paper presents the corrosion properties ofRF inductively coupled plasma nitrided stainless steel substrates. Ahome-made low-frequency RF inductively coupled plasma source was used toperform the nitriding process. The processing parameters were carefullyselected after considering the repeatability of the device. A nitrogenplasma operating in the H-mode was used for the nitriding process.Proper substrate bias was also applied during nitriding. Severalstainless steel substrates were nitrided at different processing times.Investigations such as microhardness, XRD and EDAX tests were performedon the nitrided samples prior to corrosion testing. For corrosiontesting, the electrochemical polarization method was used. In thismethod, the corrosion resistance properties were successfullycharacterized. Several results are presented in this paper to reveal thecorrelation of the nitriding times, the phases formed and surfacehardness to the corrosion properties of the samples."," 10.1109/PLASMA.2002.1030542"," 2002"
" J"," Li JianDing Jiansen"," Determination of Cobalt in Cosmetics by Microwave Digestion GraphiteFurnace Atomic Absorption Spectrometry"," Journal of Environment and Health"," Objective To develope a new graphite furnace atomic absorptionspectrophotometric (GFAAS) method for determination of cobalt incosmetics. Methods Samples were digested by HNO_3-HCl and microwave. Theuse of a new matrix modifier, (NH_4)_2 HPO_4-ascorbic acid as a matrix,could effectively improve the shape of peak and eliminate the matrixinterferences. The best determination conditions, such as the procedureof samples digestion, the measurement parameters were defined in thisassay. Results The characteristic concentration, linear range, recoveryrate and coefficient of variation were 1.2 mug/L, 0 ～ 40 mug/L, 100.16%～ 102.01% and 1.82 ～ 3.26% respectively. Conclusion Application ofmatrix modifier (NH_4)_2 HPO_4-ascorbic acid for determination of Cowith GFAAS, was easy and presented good repeatibility.",NA," 2002"
" J"," Taibi, GSchiavo, MRRindina, PCMuratore, RNicotra, CMA"," Micellar electrokinetic chromatography of polyamines andmonoacetylpolyamines"," JOURNAL OF CHROMATOGRAPHY A"," A selective procedure for qualitative and quantitative analysis of tenpolyamines by micellar electrokinetic chromatography (MEKC) wasdeveloped. Benzoylated polyamines and acetylpolyamines in micellar phaseof SDS (10 mM) were separated at 25 degreesC by 20 mM berate buffer pH8.5, containing 8% ethanol, with an applied voltage of 25 kV(5 muA) andthen detected at 198 nm. The experimental factors and operationalparameters were optimized by performing analysis at different surfactantconcentrations, pH, voltage and temperature with and without ethanol.The repeatibility of migration times and peak heights is a peculiarityof the method here described. (C) 2001 Elsevier Science B.V. All rightsreserved."," 10.1016/S0021-9673(01)00861-5"," 2001"
" J"," Duchene, JLamotte, T"," Surface electromyography analysis in long-term recordings: applicationto head rest comfort in cars"," ERGONOMICS"," Analysis of long-term surface electromyographic (SEMG) signals has manyapplications in ergonomics when related to muscle fatigue. The presentwork proposes a set of processing methods reporting SEMG modificationsduring longterm driving tests in various situations (with or withouthead rest). A segmentation/classification algorithm allows signalsplitting into homogeneous parts (postural activity and EMG bursts) andan efficient artefact suppression. Postural activity modifications areevaluated from time-varying amplitude probability density function(TAPDF) parameters. EMG burst analysis is achieved taking into accountthe relationships of these bursts with accelerometric events. Thissegmentation/classification procedure improves repeatability but doesnot significantly modify the overall results obtained beforesegmentation, as far as the analysis of head rest influence isconcerned."," 10.1080/00140130118427"," 2001"
" S"," Lazar, JPokorny, P"," Deposition and measurements of antireflection coatings for semiconductorlasers"," 12TH CZECH-SLOVAK-POLISH OPTICAL CONFERENCE ON WAVE AND QUANTUM ASPECTSOF CONTEMPORARY OPTICS"," We present experimental results obtained by deposition of single layerand double-layer system made by means of electron-beam vacuumevaporation technique. We oriented our effort to short-wavelength 635 -633 nm laser diodes emitting close to the wavelength of traditionalHe-Ne lasers with an intention to use them in extended-cavity laserdesign for metrological purposes. The resulting reflectivities wereevaluated by measuring a testing plate of GaAs and by measuring a""modulation depth"" of a coated diode emission spectra. Our best resultswere reflectivities well below 10(-4) and the repeatibility of thedeposition process in a range not exceeding 2 x 10(-4)."," 10.1117/12.417844"," 2001"
" B"," Zannoni, CGori, RQuadrani, PViceconti, MToni, A"," Preoperative planning tools for total hip arthroplasty"," COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING - 3"," Preoperative planning of total hip replacement is currently performed bythe surgeons superimposing the implant templates printed on atranslucent sheet on the anterior-posterior and medial-lateral X-rayprojections of the patient femur. Due to the sources of error affectingthis method, when the combined femoral neck anteversion and externalrotation is greater then 15 degrees, a CT-based method of preoperativeplanning is recommended. This paper describes a CT-based preoperativeplanning system for total hip replacement: HIPOP. The system presentssome innovative aspects on the user interface combining 2D and 3Drepresentations of the patient anatomy and the prosthesis enhancingusability and friendliness. Moreover a set of quantitative fit and fillindicators has been develop to support the surgeon in his planningactivity. Preliminary results on the surgeon learning time andrepeatibility of the planning activity show that a surgeon with a basiccomputer knowledge can conclude his first planning session in 10 to 15minutes. The surgeon planning repeatibility has shown to be rather high:about 1mm of variability in the position of the stem in the transaxialplane, and about 1 degrees variability on the stem orientation. Lowerrepeatibility has been found in the position of the prosthetic stemalong the z direction. Further investigations need to be carried out toclarify this aspect.",NA," 2001"
" S"," Fock, KFock, B"," Dynamic analysis of plump-line-type liquid level measurement system"," IMTC/2001: PROCEEDINGS OF THE 18TH IEEE INSTRUMENTATION AND MEASUREMENTTECHNOLOGY CONFERENCE, VOLS 1-3: REDISCOVERING MEASUREMENT IN THE AGE OFINFORMATICS"," This category of continous level sensors is related to the float type.An angular-position transducer is used to indicate the number of turnsof a dram as a plump line wound on the drum, is unwound until a weight(of gramble solids) or afloat (for fluids) touch the surface. When thisoccours the plump line loses tension, a tension sensor (forcetransducer) detects the loss in tension and sends signal to adirection-changing device, that controls a drum drive motor. Beyond thequestion of point or continous level control, operating variable play amajor role in determing accuracy and repeatibility requirements. Thepaper contains the dynamic analysis and the identification of the sensorsystem to increase the static and dynamic accuracy.",NA," 2001"
" J"," Erk, NOzkan, YBanoglu, EOzkan, SASenturk, Z"," Simultaneous determination of paracetamol and methocarbamol in tabletsby ratio spectra derivative spectrophotometry and LC"," JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS"," The application of the ratio spectra derivative spectrophotometry andhigh-performance liquid chromatography (HPLC) to the simultaneousdetermination of paracetamol (PAR) and methocarbamol (MET) in combinedpharmaceutical tablets is presented. The spectrophotometric procedure isbased on the use of the first derivative of the ratio spectra obtainedby dividing the absorbtion spectrum of the binary mixtures by a standardspectrum of one of the compounds. The first derivative amplitudes weremeasured at 243.0 and 230.3 nm for the assay of PAR and MET,respectively. Calibration graphs were established for 2-30 mug/ml forPAR and 2-36 mug/ml for MET in binary mixture. The detection limits forPAR and MET were found 0.097 and 0.079 mug/ml, respectively; while thequantification limits were 0.573 mug/ml for PAR and 1.717 mug/ml forMET. For the HPLC procedure, a reversed-phase column with a mobile phaseof methanol-water (60.40, v/v), was used to separate both compounds witha detection of 274.0 nm. Linearity was obtained in the concentrationrange of 2-300 and 1.5-375 mug/ml for PAR and MET, respectively. Thedetection and quantification limits were found to be 0.42 and 1.4 mug/mlfor PAR and 0.36 and 1.2 mug/ml for MET, respectively. The relativestandard deviations were found to be less than 0.52%. indicatingreasonable repeatibility of both methods. The proposed methods weresuccessfully applied to the determination of these drugs in commercialtablets. (C) 2001 Elsevier Science B.V. All rights reserved."," 10.1016/S0731-7085(00)00447-7"," 2001"
" B"," Sauret, V.Sharrock, P.J.Moore, C.J."," Quantitative image analysis of optical sensor surfaces for movementmonitoring"," Proceedings Fifth International Conference on Information Visualisation"," The use in clinical situations of a near real-time prototypeopto-electronic dynamic 3D surface sensor has been investigated.Variations within optical sensor system height-maps show that noiseamounts to 100 microns on snapshots of smooth body surfaces. It is notincreased by image processing software removing triangulation spotartefacts. Presence of hairs on a body surface degrades the imagequality, but still within tolerance (800 microns, typically the size ofin-slice CT pixel). The accuracy of the system is 150 microns, therepeatibility 300 microns; `off-surface' points should however bemasked. Feasibility of dynamic 3D imaging of a body surface isdemonstrated. Visualisation and analysis of the entire chest surfacemovement during breathing is achieved using the optical sensor system.Such monitoring and quantification of patient movement is directlyrelevant to gated radiotherapy and post-treatment verifications.Analysis of surface movement (height variations over time) in terms ofmean and standard deviation should also be included in patient set-upprocedures before radiotherapy treatment."," 10.1109/IV.2001.942053"," 2001"
" J"," Oliveira, M. do S. P. deFernandes, G. L. da C."," Repeatibility of characters of the raceme of acai palm at Belem-PA."," Revista Brasileira de Fruticultura"," The repeatibility of raceme characters of acai palm ( Euterpe oleracea)was studied in Parana, Brazil. Weight of raceme, weight of fruits perraceme, number of fruits per raceme, number of rachilles per raceme,average weight of fruit, and revenue of fruits per raceme were evaluatedfor mature racemes from 30 genotypes. All the characters differedsignificantly between genotypes. The largest repeatibility anddetermination coefficients were found for average fruit weight. It isconcluded that this character could be used as a selection parameter inless rigorous improvement methods. ",NA," 2001"
" J"," Faber, FWMKleinrensink, GJBuyruk, HMMulder, PGHStam, HJSnijders, CJStoeckart, R"," Doppler imaging of vibrations as a tool for quantifying firsttarsometatarsal joint stiffness"," CLINICAL BIOMECHANICS"," Objective. To assess whether first tarsometatarsal joint stiffness canbe measured by Doppler imaging of vibrations and if so, to assessreference values.Design. Repeated in vivo Doppler imaging of vibrations measurements atthe first tarsometatarsal joint in healthy persons.Background. Clinical hypermobility of the first tarsometatarsal joint isan important factor in a hallux valgus deformity. No objective andnon-invasive test is available to quantify first tarsometatarsal jointmobility. Doppler imaging of vibrations, a technique recently developedto measure joint stiffness, might be an effective tool to quantifystiffness of this joint.Methods. Vibrations were applied to the head of the first metatarsal in46 feet of 23 healthy subjects and picked up by a transducer at bothsides of the first tarsometatarsal joint. A pilot study was performed onthree patients with hypermobility of the first tarsometatarsal joint.Measurements are expressed in threshold units related to colour Dopplerimaging.Results. The values of the threshold units were found to be very similarin healthy persons, with a good repeatibility; 95% of the healthypersons had a threshold unit below 3.4. No significant difference wasfound between the left and right foot, or between male and femalesubjects. Also there was no significant correlation with age or weightof the subjects. In the three patients with first tarsometatarsalhypermobility we found threshold units above 5.Conclusions. With Doppler imaging of vibrations first tarsometatarsaljoint stiffness can be measured in healthy persons in a noninvasive andobjective way. In a pilot study, three patients with firsttarsometatarsal hypermobility showed lower stiffness values than thehealthy subjects."," 10.1016/S0268-0033(00)00049-8"," 2000"
