"PT","AU","TI","SO","AB","DI","PY"
" B",NA," Good practices for hazard risk management in agriculture: summary reportHaiti project phase I."," Good practices for hazard risk management in agriculture: summary reportHaiti, project phase I"," The FAO funded the regional TCP 'Assistance to improve LocalAgricultural Emergency Preparedness in Caribbean countries highly proneto hurricane related disasters' in Cuba, Grenada, Haiti and Jamaica toassist governments of participating countries to support the foodsecurity of small farmers operating in the most hazard prone areas byimproving institutional frameworks and technical options forhurricane-related disaster preparedness, emergency response andpost-emergency agricultural assistance. The proposed approach was to usea Participatory Rural Appraisal (PRA)-based qualitative researchparadigm. This publication summarizes the project implementation outcomein Haiti during phase I (June 2006-January 2007). Twenty six goodpractices were identified on the field during PRA-based surveys. Sixteenwere further documented for their relative higher relevance andeffectiveness to disaster and risk management (DRM). Soil conservationrelated practices were the most frequently used by the respondents toaddress DRM issues, tree pruning, however, received the highest scoresfor feasibility, sustainability, efficiency, and replicability, thecriteria according to which the Haiti workshop participants prioritizedthem, in descending order of importance: (1) tree pruning; (2) removinglivestock from low lying areas to higher and more secure grounds; (3)appropriate selection of cropping seasons and cultivars; (4) treeplanting; (5) land tiling; (6) soil conservation practices package; (7)building a traditional granary 'Colombier' to store the harvest; and (8)banana plantation management package.",NA," 2007"
" J"," Mitchell, P."," Finding answers to suicide within Aboriginal communities: the Yarrabahstory."," Indigenous Affairs - International Work Group for Indigenous Affairs"," Yarrabah is a small Aboriginal community in far North Queensland,Australia, which experienced an epidemic of suicide in the 1980s. Asudden end to the epidemic in the late 1990s has been attributed by someto the success of a suicide prevention programme called the YarrabahFamily Life Promotion Program. This paper assesses the replicability ofthis programme and points out that the Yarrabah story provides richinsight into the reasons why interventions grounded in a true or""structural"" community development process are more likely to beeffective than interventions that operate in isolation from thecommunity, or which involve primarily ""instrumental"" communityparticipation.",NA," 2007"
" J"," Jackson, Randall W.Schwarm, Walter R.Okuyama, YasuhideIslam, Samia"," A method for constructing commodity by industry flow matrices"," ANNALS OF REGIONAL SCIENCE"," This paper presents theory and methods used to construct aninterregional commodity by industry flow matrix for the United States.The interregional flow matrix method involves the construction ofsingle-state (and DC) social accounting matrices (SAMs) using dataderived from IMPLAN. Once complete, the interregional flows connectingstates are estimated using a method based on the commodity flow surveydata published by the Bureau of Transportation Statistics. The estimatedinterregional SAM is then adjusted to insure the integrity ofintra-regional and system-wide accounts. The procedures have beendesigned with ease of replicability as a goal so that updates andextensions of the database can be generated efficiently and at low costas new data are released. The resulting US interregional frameworkdescribes flows within and among the 51 regions. The method is flexibleand will provide a valuable database for a broad range of analyses onregions, interregional relationships, and policy."," 10.1007/s00168-006-0072-8"," 2006"
" J"," Yancey, Antronette K.Kagawa-Singer, MarjorieRatliff, PamelaValdez, AnnalynJimenez, LauraBanks, PriscillaStewart, SusanRoe, Kathleen M.Pasick, Rena J."," Progress in the pipeline: Replication of the minority training programin cancer control research"," JOURNAL OF CANCER EDUCATION"," Background. This paper evaluates the replicability of an NCI-fundeddidactic/experiential program to increase the diversity ofdoctorally-prepared cancer disparities investigators. Methods. Theprogram was developed and operated successfully for three years inNorthern California when a replication was established at UCLA.Feasibility, process, impact, and outcome measures on UCSF and UCLAsummer- institute participants were compared. Results. Averageparticipant rankings of the influence of the program on intention toapply for a doctorate were 9.1/10 (UCSF) and 8.6/10 (UCLA). A total of22.5% of UCSF and 10% of UCLA participants have enrolled in, beenaccepted by, or completed doctoral programs. Among these alumni, 68%(21/3 1) of UCSF and 60% (3/5) of UCLA participants plan to conducttheir doctoral research in cancer control. Conclusions. This program hasbeen successfully replicated and has met its objective to increase thepipeline of ethnically diverse doctoral-levet public health researchers.Expansion of the program to other regions of the US is feasible andindicated.",NA," 2006"
" J"," Carroll, Christopher D.Manderscheid, Ronald W.Daniels, Allen S.Compagni, Amelia"," Convergence of service, policy, and science toward consumer-drivenmental health care"," JOURNAL OF MENTAL HEALTH POLICY AND ECONOMICS"," Background: A common theme is emerging in sentinel reports on the UnitedStates health care system. Consumer relevance and demands on servicesystems and practices are influencing how mental health care isdelivered and how, systems will be shaped in the future.Aims of the Study: The present report seeks to assemble a confluence ofconsumer-driven themes from noteworthy reports on the state of themental health system in the U.S. It also explores innovative efforts,promising practices, collaborative efforts, as well as identification ofbarriers to consumer-directed care, with possible solutions.Method: The report reviews the relevant public mental health policy anddata used in published work.Results: The findings indicate an increasing public and private interestin promoting consumer-driven care, even though historical systems ofcare predominate, and often create, barriers to widespread redesign of aconsumer-c entered mental health care system. Innovative consumer-drivenpractices are increasing as quality, choice, and self-determinationbecome integral parts of a redesigned U.S. mental health care system.Discussion and Limitations: The use of consumer-driven approaches inmental health is limited at best. These programs challenge industrynorms and traditional practices. Limitations include the need foradditional and thorough evaluations of effectiveness (cost and clinical)and replicability of consumer-directed programs.Implications for Health Care Provision and Use: Consumer-driven servicesindicate that mental health consumers are expecting to be moreparticipative in their mental health care. This expectation willinfluence how traditional mental health services and providers becomemore consumer-centric and meet the demand.Implications for Health Policies: Public and private interest inconsumer-driven health care range from creating cost-conscious consumersto individualized control of recovery. The health care sector shouldseek to invest more resources in the provision of consumer-driven healthcare programs. The results of this study have implications and areinformative for other countries where consumer-directed care isdelivered in either the private or public health care systems.Implications for Further Research: More research is needed to obtainfurther evidence on the use of consumer-driven services and theiroverall effectiveness.",NA," 2006"
" J"," Hagger, Martin S.Chatzisarantis, Nikos L. D.Harris, Jemma"," The process by which relative autonomous motivation affects intentionalbehavior: Comparing effects across dieting and exercise behaviors"," MOTIVATION AND EMOTION"," A motivational model integrating self-deter-mination theory and thetheory of planned behavior was tested in two samples for exercise anddieting behavior respectively. Relative autonomous motivation fromself-determination theory was hypothesized to predict intentions toexercise or diet via the mediation of attitudes and perceived behavioralcontrol (PBC) from the theory of planned behavior. It was also expectedthat attitudes and PBC would predict actual levels of exercise anddieting behavior via the mediation of intentions. Relations in theproposed model were expected to be invariant across the behaviors. Twosamples of participants (N = 511) completed measures of the autonomousmotives, attitudes, subjective norms, PBC, and intentions with respectto exercise and dieting behavior. Four weeks later, participantsself-reported their behavior. Structural equation models supported thereplicability of the proposed model in both behaviors. Findingssupported the majority of the hypothesized effects in the proposed modelacross the two health behaviors. However, four effects weresignificantly different across the two behaviors: the effect ofautonomous motives on intentions, subjective norms and PBC onintentions, and intentions on behavior. Findings extend knowledge of theprocesses by which psychological antecedents from the theories affecthealth behaviors integral to the maintenance of energy balance."," 10.1007/s11031-006-9046-5"," 2006"
" J"," Tron, FrancoisGilbert, DanieleJoly, PascalMouquet, HugoDrouot, LaurentBen Ayed, MouradSellami, MyriamMasmoudi, HatemMakni, Sondes"," Immunogenetics of pemphigus: An update"," AUTOIMMUNITY"," Pemphigus are rare but informative models of organ-specific autoimmunediseases, resulting from the interplay of environmental, genetic andstochastic factors. There are many arguments to consider that pemphigushave a genetic basis involving, as many other autoimmune diseases,several different genes with additive or synergistic effects. So far,the unique strategy used to identify the contributive loci has beendirect analysis of candidate genes through conventional case-controlassociation studies. The major histocompatibility complex in particularthe class II locus was demonstrated to be associated with pemphigus witha high rate of replicability. The progresses in the understanding ofpemphigus physiopathology and the development of new molecular toolsoffer new perspectives to unveiled the genetic basis of this group ofautoimmune blistering diseases, as shown by recent studies of candidategenes expressed at different levels of the autoimmune process."," 10.1080/08916930600971497"," 2006"
" J"," Hall, Mei HuaSchulze, KatjaRijsdijk, FruehlingPicchioni, MarcoEttinger, UlrichBramon, ElviraFreedman, RobertMurray, Robin M.Sham, Pak"," Heritability and reliability of P300, P50 and duration mismatchnegativity"," BEHAVIOR GENETICS"," Background Event-related potentials (ERPs) have been suggested aspossible endophenotypes of schizophrenia. We investigated thetest-retest reliabilities and heritabilities of three ERP components inhealthy monozygotic and dizygotic twin pairs.Methods ERP components (P300, P50 and MMN) were recorded using a19-channel electroencephalogram (EEG) in 40 healthy monozygotic twinpairs, 19 of them on two separate occasions, and 30 dizygotic twinpairs. Zygosity was determined using DNA genotyping.Results High reliabilities were found for the P300 amplitude and itslatency, MMN amplitude, and P50 suppression ratio components. ICC = 0.86and 0.88 for the P300 amplitude and P300 latency respectively.Reliability of MMN peak amplitude and mean amplitude were 0.67 and 0.66respectively. P50 T/C ratio reliability was 0.66. Model fitting analysesindicated a substantial heritability or familial component of variancefor these ERP measures. Heritability estimates were 63 and 68% for MMNpeak amplitude and mean amplitude respectively. For P50 T/C ratio, 68%heritability was estimated. P300 amplitude heritability was estimated at69%, and while a significant familiality effect was found for P300latency there was insufficient power to distinguish between sharedenvironment and genetic factors.Conclusions The high reliability and heritability of the P300 amplitude,MMN amplitude, and P50 suppression ratio components supports their useas candidate endophenotypes for psychiatric research."," 10.1007/s10519-006-9091-6"," 2006"
" J"," De Clercq, BarbaraDe Fruyt, FilipVan Leeuwen, KarlaMervielde, Ivan"," The structure of maladaptive personality traits in childhood: A steptoward an integrative developmental perspective for DSM-V"," JOURNAL OF ABNORMAL PSYCHOLOGY"," The present study describes the construction of a taxonomy oftrait-related symptoms in childhood, the Dimensional Personality SymptomItem Pool (DIPSI), and examines the replicability of the taxonomy'shigher order structure across maternal ratings of referred (N = 205) andnonreferred (N = 242) children and self-ratings of adolescents (N =453). The DIPSI's 4 higher order factors-that is, Emotional Instability,Disagreeableness, Introversion, and Compulsivity-showed clearcorrespondence with the dimensions of personality pathology found inadulthood (Dimensional Assessment of Personality Pathology-BasicQuestionnaire; W. J. Livesley, 1990; Schedule for Nonadaptive andAdaptive Personality; L. A. Clark, 1993). These 4 factors can be furtherorganized into 2 superfactors, representing Internalizing andExternalizing Traits, demonstrating empirical and conceptualrelationships with psychopathology models in childhood and adulthood.The implications for the assessment and conceptualization of early traitpatholygy are discussed in the context of an integrative developmentalperspective on the construction of the Diagnostic and Statistical Manualof Mental Disorders-Fifth Edition."," 10.1037/0021-843X.115.4.639"," 2006"
" J"," Monterde-i-Bort, HectorPascual-Llobell, JuanFrias-Navarro, Dolores"," Interpretation mistakes in statistical methods: Their importance andsome recommendations."," PSICOTHEMA"," Prior research has identified some of the most common misconceptions onhow researchers interpret the results of significance tests. In thisstudy, we examine the scope of these misconceptions in a sample ofuniversity professors and researchers from Spain on the basis of a shortquestionnaire. The obtained results provide important information: i) toprevent wrong interpretation from the data, ii) to correct the wrong useof statistical testing, iii) to suggest new ways of examining the data,and iv) to propose some modifications on the editorial criteria topublish scientific work.",NA," 2006"
" J"," Bregadze, NinoLavric, Aureliu"," ERP differences with vs. without concurrent fMRI"," INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY"," The acquisition of ERPs concurrently with fMRI in cognitive paradigms isappealing, but technically challenging. Little is known about theeffects of the fMRI environment on the time-course and topography ofpreviously documented ERP effects. We examined the replicability of ER-Pdifferences in the scanner at the level of individual subjects, usingtwo cognitive paradigms and two statistical procedures. ERP P3differences found outside the scanner in both paradigms were alsorobustly detected in the ERPs acquired during fMRI scanning. These P3effects had equivalent time-courses and scalp topographies inside andoutside the scanner. This replication at the level of individualdata-sets has implications for the clinical applicability of ERP-fMRIand, more generally, for the quality of scanner recorded ERPs. (c) 2006Elsevier B.V. All rights reserved."," 10.1016/j.ijpsycho.2006.01.010"," 2006"
" J"," Rocha, A. A.Bastos, R.Cunha, I. C. N.Adona, P. R.Santos, J. A."," Quantity and quality of oocytes recovered from donor bitches ofdifferent ages"," THERIOGENOLOGY"," In vitro studies that use isolated oocytes benefit from the ability toharvest oocytes of excellent morphological quality in sufficient numbersto allow the replicability of techniques and experiments. The objectiveof the present study was to verify the effect of the age of the donorbitch on the quantity and quality of oocytes recovered from isolatedovaries, using the slicing technique. Ten bitches (45 days to 13 years)were ovariohysterectomized, and the ovaries were placed in phosphatebuffered saline (PBS), supplemented with bovine fetal serum (5%), andoocyte-cumulus-complexes (OCCs) were obtained by slicing the ovariantissue. The OCSs were classified morphologically as Degree I (DI, best),Degree II (DII) and degenerated. A total of 427 oocytes were acquired,including 81, 109 and 237 that were graded as DI, DII and degenerated,respectively. Slicing yielded no OCS from animals < 2 months of age. Insenile (> 9 years) bitches, bitches, there were more oocytes per bitch,compared to adult (2-6.5 years) bitches, but fewer DI oocytes, and moreDII and degenerate oocytes. We inferred that using donors that werepost-pubertal but not senile, would assure the recovery of high-qualityoocytes by the slicing method. Additional studies are required to assessthe quality of oocytes collected from pre-pubertal versus post-pubertalbitches < 2 years of age. (c) 2006 Published by Elsevier Inc."," 10.1016/j.theriogenology.2006.01.007"," 2006"
" J"," Cumbey, Dorothy A.Ellison, Lu Anne"," The Management Academy for Public Health: The South Carolina experience"," JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE"," In the late 1990s, the South Carolina Department of Health andEnvironmental Control (SCDHEC) was faced with the challenges of 8workforce that was not prepared in public health; the impending loss ofsignificant agency expertise, leadership, and institutional knowledgethrough retirement; the lack of available and accessible training; andcontinuing state budget cuts. Preparedness for bioterrorism and otherpublic health emergencies was also of concern, a need made more urgentafter 2001, To respond to current and emerging public health challenges,the SCDHEC had to have a workforce With the knowledge and skillsnecessary for the delivery of essential public health services. Toaddress these challenges, the department partnered with the Universityof North Carolina in the pilot of the Management Academy for PublicHealth. The Management Academy is now integrated into the South Carolinaworkforce development strategy, and 199 staff members and 22 communitypartners have graduated from the program. Along with increasedknowledge, skills, and abilities of individual staff and increasedorganizational and community capacity, a significant result of SouthCarolina's experience with the Management Academy for Public Health isthe development of a training program for emergency preparedness modeledon the Management Academy. This highly successful program illustratesthe replicability of the Management Academy model.",NA," 2006"
" J"," Aluja, AntonRossier, JeromeGarcia, Luis F.Angleitner, AloisKuhlman, MichaelZuckerman, Marvin"," A cross-cultural shortened form of the ZKPQ (ZKPQ-50-cc) adapted toEnglish, French, German, and Spanish languages"," PERSONALITY AND INDIVIDUAL DIFFERENCES"," The aim of the present study was to develop a version of the (ZKPQ) witha robust structure and acceptable psychometric properties in fourlanguages: English (United States), French (Switzerland), German(Germany), and Spanish (Spain). The total sample (N = 462 1) wasrandomly divided into calibration and validation samples. An exploratoryfactor analysis was conducted in the calibration sample. Using severalcriteria derived from EFA and CFA item analysis, including modificationindex and standardized regression weights, 10 items per scale wereselected. This short version (named ZKPQ-50-CC) presents psychometricproperties strongly similar to the original version in the fourcountries. Moreover, the factor structure is near equivalent across thefour countries since the congruence indices were all higher than 0.90.It is concluded that the ZKPQ-50-CC presented high cross-languagereplicability, and could be a useful questionnaire for personalityresearch. (c) 2006 Elsevier Ltd. All rights reserved."," 10.1016/j.paid.2006.03.001"," 2006"
" J"," Cumming, GeoffMaillardet, Robert"," Confidence intervals and replication: Where will the next mean fall?"," PSYCHOLOGICAL METHODS"," Confidence intervals (CIs) give information about replication, but manyresearchers have misconceptions about this information. One problem isthat the percentage of future replication means captured by a particularCl varies markedly, depending on where in relation to the populationmean that Cl falls. The authors investigated the distribution of thispercentage for sigma known and unknown, for various sample sizes, andfor robust CIs. The distribution has strong negative skew: Most 95% CIswill capture around 90% or more of replication means, but some willcapture a much lower proportion. On average, a 95% Cl will include just83.4% of future replication means. The authors present figures designedto assist understanding of what CIs say about replication, and they alsoextend the discussion to explain how p values give information aboutreplication."," 10.1037/1082-989X.11.3.217"," 2006"
" J"," Kelly, Clint D."," Replicating empirical research in behavioral ecology: How and why itshould be done but rarely ever is"," QUARTERLY REVIEW OF BIOLOGY"," That empirical evidence is replicable is the foundation of science.Ronald Fisher, a founding father of biostatistics, recommended that anull hypothesis be rejected more than once because ""no isolatedexperiment, however significant in itself, can suffice for theexperimental demonstration of any natural phenomenon"" (Fisher 1974:14).Despite this demand, animal behaviorists and behavioral ecologistsseldom replicate studies. This practice is not part of our scientificculture, as it is in chemistry or physics, due to a number of factors,including a general disdain by journal editors and thesis committees forunoriginal work. I outline why and how we should replicate empiricalstudies, which studies should be given priority, and then elaborate onwhy we do not engage in this necessary endeavor. I also explain how toemploy various statistics to test the replicability of a series ofstudies and illustrate these using published studies from theliterature."," 10.1086/506236"," 2006"
" J"," Carter, C. J."," Schizophrenia susceptibility genes converge on interlinked pathwaysrelated to glutamatergic transmission and long-term potentiation,oxidative stress and oligodendrocyte viability"," SCHIZOPHRENIA RESEARCH"," Over 130 genes have been associated with schizophrenia in geneticstudies. None of these has reached a sufficient level of confidence tobe accepted as a universal susceptibility gene and problems ofreplicability suggest that many may be false positives. Nevertheless,these genes can be grouped into distinct families related to glutamatetransmission (in particular related to NMDA receptor function), thecontrol of synaptic plasticity, dopaminergic transmission, oxidativestress, glutathione and quinone metabolism and oligodendrocyteviability. These families mirror the processes disrupted in theschizophrenic brain and certain gene families can be linked together toform a clearly defined signalling cascade involved in the phenomenon ofNMDA receptor-dependent long-term potentiation and synaptic plasticity,that may be interconnected with oligodendrocyte and oxidativestress-related pathways. Many of the protein products of these genesinteract with each other, forming complex integrated networks. Certainhigh-interest genes (for example DISC1, NRG1, COMT) may exert multipleeffects on different areas of these pathways, while others exert morespecific effects on certain branches. The convergence of a large numberof genes on a definable signaling network raises the possibility ofnumerous interactions between gene candidates, and suggests that atargeted multigenic pathway approach would be useful in gene associationstudies. (c) 2006 Elsevier B.V. All rights reserved."," 10.1016/j.schres.2006.05.023"," 2006"
" J"," Killeen, Peter R."," Beyond statistical inference: A decision theory for science"," PSYCHONOMIC BULLETIN & REVIEW"," Traditional null hypothesis significance testing does not yield theprobability of the null or its alternative and, therefore, cannotlogically ground scientific decisions. The decision theory proposed herecalculates the expected utility of an effect on the basis of (1) theprobability of replicating it and (2) a utility function on its size. Ittakes significance tests-which place all value on the replicability ofan effect and none on its magnitude-as a special case, one in which thecost of a false positive is revealed to be an order of magnitude greaterthan the value of a true positive. More realistic utility functionscredit both replicability and effect size, integrating them for a singleindex of merit The analysis incorporates opportunity cost and isconsistent with alternate measures of effect size, such as r(2) andinformation transmission, and with Bayesian model selection criteria. Analternate formulation is functionally equivalent to the formal theory,transparent, and easy to compute.",NA," 2006"
" J"," Tibaldi, GiuseppeGlover, GylesCosta, GiuseppePetrelli, AlessioMunizza, Carmine"," Social deprivation and mental health. Replicability and applicability inthe Italian context of the resource allocation methods developed in theUnited Kingdom"," EPIDEMIOLOGIA E PSICHIATRIA SOCIALE-AN INTERNATIONAL JOURNAL FOREPIDEMIOLOGY AND PSYCHIATRIC SCIENCES"," Aims - Most of the available evidence on the relationship betweensocioeconomic indicators of social deprivation and patterns of use ofmental health services has been produced in the United Kingdom, wherethe Ministry of Health has developed a resource allocation formula basedupon the results of those studies. The main aim of the paper is toevaluate the replicability in the Italian context of such research, andof the resulting allocation strategies. Methods - Detailed descriptionof the resource allocation method currently adopted in the UnitedKingdom, whose main purpose consists in reaching the best balancebetween available funding and patterns of need. Detailed description ofresource allocation processes in Italy; discussion of the mainmethodological and statistical limitations restraining the replicabilityof the British formula in the Italian context. Conclusions - There is agrowing interest in Italy towards the introduction of evidence-basedmethods in health decision making, in order to correct the overwhelminginfluence of political issues. What is needed is a better understandingof the relationship between higher levels of equity in health servicesaccess, and their effects in terms of better outcomes.Declaration of Interest: the current paper has been developed within aResearch Programme funded by the Agenzia Regionale per i ServiziSanitari, Regione Piemonte (Deliberazione n. 54 del 31.07.02). None ofthe authors received any additional source of funding for thedevelopment of this paper as well as for the related researchactivities.",NA," 2006"
" J"," Asendorpf, Jens B.Denissen, Jaap J. A."," Predictive validity of personality types versus personality dimensionsfrom early childhood to adulthood: Implications for the distinctionbetween core and surface traits"," MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY"," This study compared the long-term predictive validity of person-centeredpersonality types and variable-centered personality dimensions assessedbetween ages 4-6 years in a population sample of 154 children.. Resultsindicated that the predictive power of both approaches was remarkablyrobust between age 17 and 22, and even increased in the case ofaggressiveness. At age 22 the long-term predictive ability of both typesand dimensions was about equal, both in terms of the multivariatepercentage of explained variance and the number of significantlongitudinal correlates. This pattern is consistent with the notion thatpersonality types and variables represent core personality domains thatpredict a wide range of longitudinal outcomes. However, the predictiveability of both approaches was larger for personality traits andintelligence than for social relationships outcomes. Implications forthe distinction between core and surface traits are discussed."," 10.1353/mpq.2006.0022"," 2006"
" J"," Dimitrova, Daniela V.Bugeja, Michael"," Consider the source: Predictors of online citation permanence incommunication journals"," PORTAL-LIBRARIES AND THE ACADEMY"," This study focuses on six leading communication journals and their useof online citations in articles published between 2000 and 2003. Thestudy uses content analysis to explore if there is a relationshipbetween citation characteristics and their stability. The findings showthat online citations in the .gov and .org domains are more likely toremain accessible over time. Year of publication and URL level alsoemerged as significant predictors of online citation permanence. Morethan 37 percent of the online citations have disappeared from theoriginal source over a four-year period (2000-2003). The implications ofthese findings are discussed in the context of reliability andreplicability of scholarship."," 10.1353/pla.2006.0032"," 2006"
" J"," Light, KJJoyce, PRLuty, SEMulder, RTFrampton, CMAJoyce, LRMMiller, ALKennedy, MA"," Preliminary evidence for an association between a dopamine D3 receptorgene variant and obsessive-compulsive personality disorder in patientswith major depression"," AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS"," We have previously reported that the Ser9Gly dopamine D3 receptor (DRD3)polymorphism was associated with increased rates of obsessive-compulsivepersonality disorder (OCPD) symptomology. We tested the replicability ofthis association within a further two independent groups of individualswith a history of depression, from a clinical sample (n = 149) and afamily study (n = 213). The data from the replication samples and theoriginal sample, within which the association was found, were compiledwithin a meta-analysis. Although the independent samples did notreplicate the original finding, the meta-analysis elucidated significantevidence supporting the association. An individual with Gly/Gly genotypeis 2.4 (P = 0.017) times more likely to be diagnosed with OCPD. Malegender was also found to be a significant predictor of OCPD diagnosis(OR = 2.82, P = 0.001). An exploration of an association of DRD3 withAxis I anxiety disorder diagnoses and Temperament and CharacterInventory (TCI) traits, in particular persistence, revealed no supportfor an association. We conclude that DRD3 may contribute to thedevelopment of OCPD. (c) 2006 Wiley-Liss, Inc."," 10.1002/ajmg.b.30308"," 2006"
" J"," Zupanic, MajaPodlesek, AnjaKavcic, Tina"," Personality types as derived from parental reports on 3-year-old"," EUROPEAN JOURNAL OF PERSONALITY"," Three internally replicable clusters of personality were empiricallyderived in a sample of 3-year-old children who were assessed by mothersand fathers using the Inventory of Child Individual Differences(Halverson et al., 2003). The clusters were structurally consistentacross the parental data sources and did not, except for resilients,fully overlap with the under- and overcontrolled types. The averagechildren scored within less than half of a standard deviation from themean across the ICID dimensions, while the wilful 3-year-old appearedextraverted and disagreeable. Child type membership was moderatelyconsistent across the spouses and it predicted teacher-reported childsocial behaviour Compared to the dimensions, the predictive utility ofthe types was lower, but considerably improved with consistentlyclassified children. Copyright (c) 2006 John Wiley & Sons, Ltd."," 10.1002/per.584"," 2006"
" J"," Peirce, JLLi, HQWang, JTManly, KFHitzemann, RJBelknap, JKRosen, GDGoodwin, SSutter, TRWilliams, RWLu, L"," How replicable are mRNA expression QTL?"," MAMMALIAN GENOME"," Applying quantitative trait analysis methods to genome-widemicroarray-derived mRNA expression phenotypes in segregating populationsis a valuable tool in the attempt to link high-level traits to theirmolecular causes. The massive multiple-testing issues involved inanalyzing these data make the correct level of confidence to place inmRNA abundance quantitative trait loci (QTL) a difficult problem. We usea unique resource to directly test mRNA abundance QTL replicability inmice: paired recombinant inbred (RI) and F-2 data sets derived fromC57BL/6J (B6) and DBA/2J (D2) inbred strains and phenotyped using thesame Affymetrix arrays. We have one forebrain and one striatum data setpair. We describe QTL replication at varying stringencies in these data.For instance, 78% of mRNA expression QTL (eQTL) with genome-wideadjusted p <= 0.0001 in RI data replicate at a genome-wide adjusted p <0.05 or better. Replicated QTL are disproportionately putativelycis-acting, and approximately 75% have higher apparent expression levelsassociated with B6 genotypes, which may be partly due to probe setgeneration using B6 sequence. Finally, we note that while trans-actingQTL do not replicate well between data sets in general, at least onecluster of trans-acting QTL on distal Chr 1 is notably preserved betweendata sets."," 10.1007/s00335-005-0187-8"," 2006"
" J"," Walji, RishmaBoon, Heather"," Redefining the randomized controlled trial in the context of acupunctureresearch."," Complementary therapies in clinical practice"," BACKGROUND: The randomized controlled trial (RCT) is considered the'gold standard' methodology for evaluating efficacy of an intervention.It has been argued that RCTs cannot be used to examine the effectivenessof acupuncture.PURPOSE: The purpose of this paper is to examine the applicability of anRCT study design for acupuncture research.FINDINGS: RCTs would be more effective in studying acupuncture if studyparticipants were randomized to groups based on the acupuncturediagnosis and not solely on the Western diagnostic criteria. Treatmentsmust also be standardized somewhat to ensure replicability of the studyand the information it provides. Blinding is not absolutely necessaryfor a good-quality RCT; however, if used, control groups need to bestandardized and sham techniques evaluated to ensure accurateinterpretation of results.CONCLUSIONS: With these factors combined, it is possible to greatlyincrease internal and external validity in acupuncture RCTs."," 10.1016/j.ctcp.2005.10.001"," 2006"
" J"," Marks, DF"," The case for a pluralist health psychology"," JOURNAL OF HEALTH PSYCHOLOGY"," Hepworth (2006) offers a timely and insightful review of critical healthpsychology. A pluralist health psychology can accommodate the interestsand concerns of all psychologists working in the health field. Healthinequalities are neglected by the mainstream and yet policy makers atnational and international level are giving this a high priority. Also,ecological validity and replicability of mainstream quantitative studiesare unacceptably low while qualitative studies are being increasinglyutilized. Hepworth's passionate call to action is an appeal that nopsychologist with a concern for human wellbeing can easily ignore."," 10.1177/1359105306063306"," 2006"
" J"," McCullough, BDRenfro, CGStokes, HH"," Re-examining 50-year-old OLS estimates of the Klein-Goldberger model"," STATISTICA NEERLANDICA"," This paper examines the ordinary least squares estimates of theKlein-Goldberger model by Fox (Journal of Political Economy, 64, 1956,128). Because Klein and Goldberger published the data set with themodel, it is possible to re-examine Fox's results years later, andinvestigate the accuracy with which these estimates were calculated. Theexamination reported in this paper was conducted by making independentestimates using three different modern econometric software packages.This examination reveals that the Fox estimates for a number of theequations of this model are replicable, to the two or three digitsreported by Fox. Fox's results for other equations cannot be replicated.Not all the reasons for this lack of replicability can be determined,but in several cases the computational methods used by Fox and hisassistants have been found to be faulty by modern computationalstandards."," 10.1111/j.1467-9574.2006.00322.x"," 2006"
" J"," Edwards, RJHorton, BP"," Developing detailed records of relative sea-level change using aforaminiferal transfer function: an example from North Norfolk, UK"," PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICALAND ENGINEERING SCIENCES"," This paper provides a brief overview of the transfer function approachto sea-level reconstruction. Using the example of two overlappingsediment cores from the North Norfolk coast, UK, the advantages andlimitations of the transfer function methodology are examined. While theselected cores are taken from different sites, and display contrastingpatterns of sedimentation, the foraminiferal transfer function distilscomparable records of relative sea-level change from both sequences.These reconstructions are consistent with existing sea-level indexpoints from the region but produce a more detailed record of relativesea-level change. Transfer functions can extract sea-level informationfrom a wider range of sedimentary sub-environments. This increases theamount of data that can be collected from coastal deposits and improvesrecord resolution. The replicability of the transfer functionmethodology, coupled with the sequential nature of the data it produces,assists in the compilation and analysis of sea-level records fromdifferent sites. This technique has the potential to bridge the gapbetween short-term (instrumental) and long-term (geological orgeophysical) records of sea-level change."," 10.1098/rsta.2006.1749"," 2006"
